DT,Usage
46801,0.0
46802,0.0
46803,0.0
46804,0.0
46805,0.0
46806,0.0
46807,0.0
46808,0.0
46809,0.0
46810,0.0
46811,0.0
46812,0.0
46813,0.0
46814,0.0
46815,0.4759999999999999
46816,0.4759999999999999
46817,0.4759999999999999
46818,0.4759999999999999
46819,0.4759999999999999
46820,0.4759999999999999
46821,0.4759999999999999
46822,0.4759999999999999
46823,0.4759999999999999
46824,0.4759999999999999
46825,0.4759999999999999
46826,0.4759999999999999
46827,0.4759999999999999
46828,0.4759999999999999
46829,0.4759999999999999
46830,0.4759999999999999
46831,0.4759999999999999
46832,0.4759999999999999
46833,0.4759999999999999
46834,0.4759999999999999
46835,0.4759999999999999
46836,0.4759999999999999
46837,0.4759999999999999
46838,0.4759999999999999
46839,0.4759999999999999
46840,0.4759999999999999
46841,0.4759999999999999
46842,0.4759999999999999
46843,0.4759999999999999
46844,0.0
46845,0.0
46846,0.0
46847,0.0
46848,0.0
46901,0.0
46902,0.0
46903,0.0
46904,0.0
46905,0.0
46906,0.0
46907,0.0
46908,0.0
46909,0.0
46910,0.0
46911,0.0
46912,0.0
46913,0.0
46914,0.0
46915,0.4759999999999999
46916,0.4759999999999999
46917,0.4759999999999999
46918,0.4759999999999999
46919,0.4759999999999999
46920,0.4759999999999999
46921,0.4759999999999999
46922,0.4759999999999999
46923,0.4759999999999999
46924,0.4759999999999999
46925,0.4759999999999999
46926,0.4759999999999999
46927,0.4759999999999999
46928,0.4759999999999999
46929,0.4759999999999999
46930,0.4759999999999999
46931,0.4759999999999999
46932,0.4759999999999999
46933,0.4759999999999999
46934,0.4759999999999999
46935,0.4759999999999999
46936,0.4759999999999999
46937,0.4759999999999999
46938,0.4759999999999999
46939,0.4759999999999999
46940,0.4759999999999999
46941,0.4759999999999999
46942,0.4759999999999999
46943,0.4759999999999999
46944,0.0
46945,0.0
46946,0.0
46947,0.0
46948,0.0
47001,0.0
47002,0.0
47003,0.0
47004,0.0
47005,0.0
47006,0.0
47007,0.0
47008,0.0
47009,0.0
47010,0.0
47011,0.0
47012,0.0
47013,0.0
47014,0.0
47015,0.4759999999999999
47016,0.4759999999999999
47017,0.4759999999999999
47018,0.4759999999999999
47019,0.4759999999999999
47020,0.4759999999999999
47021,0.4759999999999999
47022,0.4759999999999999
47023,0.4759999999999999
47024,0.4759999999999999
47025,0.4759999999999999
47026,0.4759999999999999
47027,0.4759999999999999
47028,0.4759999999999999
